laptop_ID,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,IPS_Panel,Retina_Display,Touchscreen,Resolution_X,Resolution_Y,Total_Pixels,High_Resolution,Product_Series,Cpu_Brand,Cpu_Series,Clock_Speed,Gpu_Manufacturer,Gpu_Series,Memory_Type,Memory_Size(GB)
493,Dell,Workstation,15.6,16,Windows 10,2.17,2338.0,1,0,0,1920,1080,2073600,0,Precision,Intel,Core i7,2.7,Nvidia,Quadro,SSD,512
494,Dell,Notebook,15.6,16,Windows 10,2.06,1899.0,0,0,0,1920,1080,2073600,0,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
495,Lenovo,Ultrabook,12.5,16,Windows 10,1.36,1798.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,512
496,Asus,Ultrabook,12.5,16,Windows 10,0.91,1950.0,0,0,0,1920,1080,2073600,0,Zenbook,Intel,Core i7,2.7,Intel,HD,SSD,512
497,Lenovo,Notebook,15.6,8,Windows 10,2.3,1011.99,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
498,Toshiba,Ultrabook,13.3,32,Windows 10,1.05,2799.0,0,0,1,1920,1080,2073600,0,Portege,Intel,Core i7,2.7,Intel,HD,SSD,512
499,Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,0,0,0,1920,1080,2073600,0,VivoBook,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
500,Acer,Notebook,15.6,8,Windows 10,2.2,579.0,0,0,0,1366,768,1049088,0,Aspire,AMD,A10-Series,2.5,AMD,Radeon,HDD,1024
501,Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,1,0,1,1920,1080,2073600,0,Rog,Intel,Core i7,2.6,Nvidia,GeForce,SSD + HDD,1280
502,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,1,0,0,1366,768,1049088,0,Thinkpad,Intel,Core i5,2.3,Intel,HD,SSD,180
503,Lenovo,Notebook,15.6,8,Windows 10,2.17,898.9,0,0,0,1920,1080,2073600,0,Ideapad,Intel,Core i7,1.8,Intel,UHD,SSD,256
504,HP,Notebook,14.0,8,Windows 10,1.48,1749.0,0,0,0,1920,1080,2073600,0,EliteBook,Intel,Core i7,2.8,Intel,HD,SSD,1024
505,Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i3,2.4,Intel,HD,SSD,256
506,Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,SSD,256
507,Asus,Netbook,11.6,4,Windows 10 S,1.2,340.0,0,0,0,1366,768,1049088,0,VivoBook,Intel,Celeron,1.1,Intel,HD,Flash Storage,64
508,HP,Notebook,15.6,8,Windows 10,1.91,618.99,0,0,0,1366,768,1049088,0,15-BS026nv,Intel,Core i5,2.5,AMD,Radeon,SSD,256
509,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,1,0,1,1920,1080,2073600,0,Yoga,Intel,Core i5,1.6,Intel,UHD,SSD,256
510,Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Celeron,1.1,Intel,HD,HDD,500
511,Lenovo,Netbook,11.6,4,Chrome OS,1.25,265.0,0,0,0,1366,768,1049088,0,Chromebook,Intel,Celeron,1.6,Intel,HD,SSD,16
512,Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,0,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,SSD,256
513,Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,0,0,0,1920,1080,2073600,0,ZenBook,Intel,Core i7,2.7,Intel,HD,SSD + HDD,1280
514,Acer,Notebook,15.6,4,Windows 10,2.2,613.0,1,0,0,1920,1080,2073600,0,Aspire,Intel,Core i5,1.6,Nvidia,GeForce,HDD,1024
515,HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,1,0,0,1920,1080,2073600,0,Envy,Intel,Core i7,2.7,Intel,HD,SSD,512
516,Lenovo,Gaming,15.6,8,No OS,2.4,1149.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
517,Dell,Ultrabook,13.3,8,Windows 10,1.29,899.0,1,0,1,1920,1080,2073600,0,XPS,Intel,Core i5,2.5,Intel,HD,SSD,128
518,Acer,Notebook,15.6,4,Windows 10,2.2,639.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i7,2.7,Nvidia,GeForce,HDD,500
519,Dell,Notebook,15.6,8,Windows 10,2.18,836.0,0,0,0,1920,1080,2073600,0,Vostro,Intel,Core i5,2.5,Intel,HD,HDD,1024
520,Dell,Notebook,15.6,16,Windows 10,2.2,1219.24,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,1.8,AMD,Radeon,SSD + HDD,2304
521,Xiaomi,Notebook,15.6,16,No OS,1.95,1399.95,1,0,0,1920,1080,2073600,0,Mi,Intel,Core i7,1.8,Nvidia,GeForce,SSD,256
522,Asus,Netbook,11.6,2,Windows 10,1.1,245.0,0,0,0,1366,768,1049088,0,VivoBook,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
523,HP,Notebook,15.6,4,Windows 10,2.04,521.47,0,0,1,1366,768,1049088,0,15-bs190od,Intel,Core i5,1.6,Intel,UHD,HDD,1024
524,Asus,Gaming,15.6,24,Windows 10,2.24,2968.0,0,0,0,1920,1080,2073600,0,ROG,Intel,Core i7,2.8,Nvidia,GeForce,SSD,512
525,HP,Notebook,15.6,8,Windows 10,2.04,889.0,0,0,0,1920,1080,2073600,0,Probook,Intel,Core i5,2.5,Nvidia,GeForce,SSD,256
526,Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,0,0,0,1920,1080,2073600,0,FX753VE-GC155T,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
527,Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
528,HP,Ultrabook,13.3,8,Windows 10,1.32,1399.0,1,0,0,1920,1080,2073600,0,Spectre,Intel,Core i7,2.7,Intel,HD,SSD,256
529,Dell,Notebook,14.0,8,Windows 10,1.64,1279.73,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i5,2.6,Intel,HD,SSD,256
530,HP,Notebook,15.6,4,Windows 10,1.63,689.0,0,0,0,1366,768,1049088,0,ProBook,Intel,Core i3,2,Intel,HD,SSD,128
531,Dell,Notebook,17.3,8,Linux,2.8,889.0,1,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD + HDD,1152
532,Lenovo,Notebook,14.0,8,Windows 7,2.02,1340.0,0,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.3,Intel,HD,SSD,256
533,Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i7,2.7,Nvidia,GeForce,HDD,1024
534,Lenovo,Notebook,15.6,8,No OS,2.2,459.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Core i3,2,Nvidia,GeForce,HDD,2048
535,Dell,Notebook,15.6,4,Windows 10,2.3,585.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,2.5,AMD,Radeon,HDD,500
536,Dell,Notebook,15.6,8,Windows 10,1.9,1377.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i5,2.8,Intel,HD,SSD,256
537,Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,1,0,0,1920,1080,2073600,0,Alienware,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
538,Toshiba,Notebook,15.6,8,Windows 10,2.0,860.0,1,0,0,1920,1080,2073600,0,Satellite,Intel,Core i5,2.5,Intel,HD,HDD,500
539,Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,1,0,0,3840,2160,8294400,1,Zenbook,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1280
540,Mediacom,Notebook,13.3,4,Windows 10,1.2,369.0,1,0,0,1920,1080,2073600,0,SmartBook,Intel,Celeron,1.1,Intel,HD,SSD,32
541,Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,1,0,0,1920,1080,2073600,0,ROG,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,1152
542,Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
543,Dell,Notebook,15.6,8,Windows 10,2.2,797.41,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,SSD,256
544,HP,Notebook,15.6,4,Windows 10,1.86,398.99,0,0,0,1920,1080,2073600,0,250 G6,Intel,Pentium,1.6,Intel,HD,SSD,256
545,HP,Gaming,17.3,12,Windows 10,2.62,1799.0,0,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
546,Lenovo,Notebook,14.0,8,Windows 10,1.87,859.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.7,Nvidia,GeForce,SSD,256
547,Dell,Ultrabook,13.3,8,Windows 10,1.2,1399.0,0,0,1,3200,1800,5760000,1,XPS,Intel,Core i7,1.8,Intel,UHD,SSD,256
548,Dell,Notebook,14.0,4,Windows 10,1.6,735.87,0,0,0,1920,1080,2073600,0,Vostro,Intel,Core i3,2,Intel,HD,SSD,128
549,HP,Ultrabook,13.3,8,Windows 10,1.34,1145.0,1,0,0,3200,1800,5760000,1,Envy,Intel,Core i7,2.7,Intel,HD,SSD,256
550,Acer,Gaming,15.6,8,Linux,2.4,798.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Core i5,2.5,Nvidia,GeForce,HDD,1024
551,Asus,Notebook,15.6,4,Windows 10,2.0,349.0,0,0,0,1366,768,1049088,0,VivoBook,AMD,E-Series,1.8,AMD,Radeon,HDD,500
552,HP,Notebook,15.6,4,Windows 10,2.1,705.5,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i3,2.4,Intel,HD,SSD,128
553,Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,0,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,HDD,500
554,Lenovo,Notebook,15.6,4,No OS,2.15,462.35,0,0,0,1920,1080,2073600,0,V310-15ISK,Intel,Core i5,2.3,Intel,HD,HDD,1024
555,HP,Notebook,15.6,4,Windows 10,1.86,397.0,0,0,0,1920,1080,2073600,0,250 G6,Intel,Core i3,2,Intel,HD,HDD,500
556,Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i7,2.7,Intel,HD,SSD,512
557,Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i3,2,Intel,HD,SSD,128
558,Dell,Notebook,15.6,8,Windows 10,1.9,1116.99,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i5,2.5,Intel,HD,SSD,256
559,Dell,Gaming,17.3,16,Windows 10,4.42,2699.0,1,0,0,1920,1080,2073600,0,Alienware,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
560,HP,Notebook,17.3,8,Windows 10,2.65,544.15,0,0,0,1600,900,1440000,0,17-X047na,Intel,Core i3,2,Intel,HD,HDD,1024
561,HP,Notebook,17.3,8,Windows 10,2.63,1280.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i7,2.7,Nvidia,GeForce,HDD,1024
562,Asus,Notebook,15.6,4,Linux,2.0,224.0,0,0,0,1366,768,1049088,0,A541NA-GO342,Intel,Celeron,1.1,Intel,HD,HDD,500
563,Mediacom,Notebook,13.3,4,Windows 10,1.35,255.0,1,0,0,1920,1080,2073600,0,SmartBook,Intel,Atom,1.44,Intel,HD,Flash Storage,32
564,Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,0,0,0,1600,900,1440000,0,IdeaPad,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1152
565,HP,Notebook,15.6,6,Windows 10,1.91,568.9,1,0,0,1920,1080,2073600,0,15-bw007nv,AMD,A10-Series,2.5,AMD,Radeon,SSD,128
566,Dell,Notebook,15.6,4,Windows 10,2.18,617.9,0,0,0,1366,768,1049088,0,Vostro,Intel,Core i3,2,AMD,Radeon,HDD,1024
567,Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,1,0,1,1920,1080,2073600,0,Spin,Intel,Celeron,2.0,Intel,HD,Flash Storage,32
568,Lenovo,Notebook,15.6,4,Windows 10,2.05,630.0,0,0,0,1920,1080,2073600,0,V330-15IKB,Intel,Core i3,2.7,Intel,HD,SSD,128
569,HP,Ultrabook,13.3,16,Windows 10,1.16,1965.0,1,0,1,3200,1800,5760000,1,EliteBook,Intel,Core M,1.2,Intel,HD,SSD,512
570,Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.8,Nvidia,Quadro,SSD,256
571,Asus,Notebook,15.6,8,Windows 10,2.5,839.0,0,0,0,1920,1080,2073600,0,FX553VD-DM627T,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,1152
572,Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,1,0,1,3840,2160,8294400,1,XPS,Intel,Core i5,1.6,Intel,UHD,SSD,128
573,Dell,Notebook,15.6,4,Windows 10,1.93,959.0,0,0,0,1366,768,1049088,0,Latitude,Intel,Core i5,2.6,Intel,HD,HDD,500
574,Fujitsu,Notebook,15.6,8,Windows 10,2.2,739.0,0,0,0,1366,768,1049088,0,Lifebook,Intel,Core i5,2.5,Intel,HD,HDD,1024
575,Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Pentium,1.1,Intel,HD,HDD,500
576,Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,0,0,0,1366,768,1049088,0,ThinkPad,Intel,Core i5,2.5,Intel,HD,HDD,500
577,HP,Workstation,17.3,8,Windows 10,3.14,1860.99,0,0,0,1600,900,1440000,0,ZBook,Intel,Core i5,2.8,Nvidia,Quadro,HDD,500
578,HP,Notebook,14.0,8,Windows 10,1.94,389.0,0,0,0,1366,768,1049088,0,14-am079na,Intel,Pentium,1.6,Intel,HD,HDD,2048
579,HP,Notebook,15.6,6,Windows 10,1.95,649.0,1,0,0,1920,1080,2073600,0,15-cd005nv,AMD,A9-Series,3,AMD,Radeon,SSD,256
580,Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,0,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i5,2.5,Intel,HD,SSD,256
581,Lenovo,Notebook,15.6,4,Windows 10,2.05,685.0,0,0,0,1920,1080,2073600,0,V330-15IKB,Intel,Core i5,1.6,Intel,HD,HDD,500
582,Mediacom,Notebook,14.0,4,Windows 10,1.4,249.0,0,0,0,1920,1080,2073600,0,SmartBook,Intel,Atom,1.44,Intel,HD,SSD,32
583,Toshiba,Ultrabook,14.0,16,Windows 10,1.24,1865.0,0,0,1,1920,1080,2073600,0,Tecra,Intel,Core i7,2.7,Intel,HD,SSD,512
584,Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,1,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1280
585,MSI,Gaming,17.3,16,Windows 10,4.14,2729.0,0,0,0,1920,1080,2073600,0,GT73VR,Intel,Core i7,2.9,Nvidia,GeForce,SSD + HDD,1536
586,Dell,Notebook,15.6,8,Linux,2.2,749.01,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.7,AMD,Radeon,SSD,256
587,Mediacom,Notebook,14.0,4,Windows 10,1.45,389.0,1,0,0,1920,1080,2073600,0,SmartBook,Intel,Celeron,1.1,Intel,HD,SSD,32
588,Dell,Notebook,15.6,8,Windows 10,1.9,1008.52,0,0,0,1366,768,1049088,0,Latitude,Intel,Core i5,2.6,Intel,HD,HDD,500
589,HP,Notebook,13.3,4,Windows 10,1.49,719.0,0,0,0,1920,1080,2073600,0,ProBook,Intel,Core i3,2.4,Intel,HD,SSD,128
590,Dell,Notebook,15.6,16,Windows 10,1.93,1537.39,0,0,0,1920,1080,2073600,0,Latitude,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
591,Dell,Netbook,11.6,4,Chrome OS,1.26,295.0,0,0,0,1366,768,1049088,0,Chromebook,Intel,Celeron,1.6,Intel,HD,Flash Storage,16
592,MSI,Gaming,17.3,16,Windows 10,4.5,2349.0,0,0,0,1920,1080,2073600,0,GT80S,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1152
593,HP,Gaming,17.3,16,Windows 10,3.78,1498.0,1,0,0,1920,1080,2073600,0,Omen,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
594,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.6,Intel,HD,SSD,256
595,Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,0,0,1,1366,768,1049088,0,Ideapad,Intel,Core i7,1.8,Intel,HD,HDD,1024
596,Asus,Gaming,17.3,8,Windows 10,2.73,1770.0,1,0,0,1920,1080,2073600,0,ROG,Intel,Core i5,2.5,Nvidia,GeForce,SSD + HDD,1152
597,Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,739.0,0,0,1,1366,768,1049088,0,TP501UA-CJ131T,Intel,Core i5,2.5,Intel,HD,HDD,1024
598,Lenovo,Notebook,15.6,12,Windows 10,2.2,949.0,0,0,0,1920,1080,2073600,0,IdeaPad,AMD,A12-Series,3.6,AMD,Radeon,SSD,512
599,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,603.0,0,0,1,1366,768,1049088,0,Inspiron,Intel,Core M,1.0,Intel,HD,SSD,128
600,Samsung,Notebook,15.6,16,Windows 10,2.5,1699.0,0,0,0,1920,1080,2073600,0,Notebook,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
601,Lenovo,Notebook,17.3,4,No OS,2.8,529.0,0,0,0,1920,1080,2073600,0,V320-17ISK,Intel,Core i3,2,Intel,HD,HDD,500
602,Lenovo,Notebook,15.6,8,Windows 10,2.29,459.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Core i3,2.3,Intel,HD,HDD,1024
603,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,2025.0,1,0,1,1920,1080,2073600,0,ThinkPad,Intel,Core i7,2.7,Intel,HD,SSD,512
604,Lenovo,Notebook,14.0,8,Windows 10,1.7,1474.0,1,0,0,1920,1080,2073600,0,Thinkpad,Intel,Core i5,2.5,Intel,HD,SSD,256
605,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,0,0,1,1920,1080,2073600,0,Latitude,Intel,Core i5,2.5,Intel,HD,SSD,256
606,Dell,Workstation,15.6,8,Windows 10,2.06,1763.0,0,0,1,1920,1080,2073600,0,Precision,Intel,Core i7,2.8,Nvidia,Quadro,SSD,256
607,HP,Notebook,15.6,8,Windows 10,1.84,1219.0,0,0,0,1920,1080,2073600,0,EliteBook,Intel,Core i7,2.7,Intel,HD,SSD,256
608,HP,Notebook,15.6,4,Windows 10,2.1,668.48,0,0,0,1366,768,1049088,0,ProBook,Intel,Core i3,2.4,Intel,HD,HDD,500
609,Acer,Notebook,14.0,4,Windows 10,1.6,329.0,0,0,0,1920,1080,2073600,0,Aspire,Intel,Celeron,1.1,Intel,HD,Flash Storage,32
610,MSI,Gaming,17.3,16,Windows 10,4.14,2199.0,0,0,0,1920,1080,2073600,0,Laptop,Intel,Core i7,2.7,Nvidia,GeForce,SSD + HDD,1152
611,Dell,Notebook,15.6,4,Linux,2.18,465.0,0,0,0,1366,768,1049088,0,Vostro,Intel,Core i3,2,AMD,Radeon,HDD,1024
612,MSI,Gaming,15.6,16,Windows 10,1.8,2299.0,0,0,0,3840,2160,8294400,1,GS63VR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,2304
613,Toshiba,Notebook,15.6,8,Windows 10,2.2,1399.0,1,0,0,1920,1080,2073600,0,Tecra,Intel,Core i7,2.5,Intel,HD,SSD,256
614,Lenovo,Notebook,15.6,6,Windows 10,2.4,564.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Intel,HD,HDD,1024
615,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,1,0,1,1920,1080,2073600,0,Yoga,Intel,Core i7,2.8,Intel,HD,SSD,256
616,Acer,Notebook,14.0,4,Windows 10,1.6,349.0,0,0,0,1366,768,1049088,0,Swift,Intel,Pentium,1.6,Intel,HD,Flash Storage,128
617,Lenovo,Notebook,15.6,32,Windows 10,2.5,4899.0,1,0,0,3840,2160,8294400,1,Thinkpad,Intel,Xeon,3.1,Nvidia,Quadro,SSD,1024
618,Dell,Gaming,15.6,16,Windows 10,2.59,879.01,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.6,Nvidia,GeForce,HDD,1024
619,Dell,Notebook,15.6,4,Linux,2.18,443.9,0,0,0,1366,768,1049088,0,Vostro,Intel,Core i3,2.0,Intel,HD,HDD,1024
620,Dell,Notebook,15.6,4,Linux,2.25,359.0,0,0,0,1366,768,1049088,0,Inspiron,Intel,Core i3,2.0,Intel,HD,HDD,1024
621,Dell,Notebook,15.6,4,Linux,1.93,869.0,0,0,0,1366,768,1049088,0,Latitude,Intel,Core i5,2.6,Intel,HD,HDD,500
622,Asus,Gaming,17.3,8,Windows 10,3.0,1168.0,0,0,0,1920,1080,2073600,0,FX753VD-GC007T,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
623,Dell,Notebook,15.6,4,Linux,2.18,569.0,0,0,0,1920,1080,2073600,0,Vostro,Intel,Core i5,2.5,AMD,Radeon,SSD,128
624,HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,0,0,0,1920,1080,2073600,0,EliteBook,Intel,Core i7,2.7,Intel,HD,SSD,512
625,MSI,Gaming,15.6,16,Windows 10,2.94,2267.86,0,0,0,1920,1080,2073600,0,GT62VR,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
626,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,379.0,1,0,1,1366,768,1049088,0,CB5-132T-C9KK,Intel,Celeron,1.6,Intel,HD,Flash Storage,32
627,HP,Notebook,14.0,8,Windows 10,2.31,1124.0,0,0,0,1366,768,1049088,0,ProBook,Intel,Core i5,2.6,Intel,HD,SSD,256
628,Lenovo,Notebook,14.0,8,Windows 7,1.65,1465.0,0,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i5,2.3,Intel,HD,SSD,256
629,Dell,Notebook,15.6,4,Windows 10,2.2,776.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i5,1.6,AMD,Radeon,HDD,1024
630,Fujitsu,Notebook,15.6,8,Windows 10,2.2,799.0,0,0,0,1366,768,1049088,0,LifeBook,Intel,Core i5,2.5,Intel,HD,SSD,256
631,HP,Notebook,15.6,4,Windows 7,1.88,932.0,0,0,0,1366,768,1049088,0,EliteBook,Intel,Core i5,2.3,Intel,HD,HDD,500
632,Lenovo,Notebook,15.6,8,Windows 10,2.2,899.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i7,2.7,Nvidia,GeForce,HDD,1024
633,Mediacom,Notebook,14.0,2,Windows 10,1.4,239.0,0,0,0,1920,1080,2073600,0,SmartBook,Intel,Atom,1.44,Intel,HD,Flash Storage,32
634,Lenovo,Notebook,15.6,4,No OS,2.2,468.0,0,0,0,1920,1080,2073600,0,IdeaPad,Intel,Core i5,2.5,Intel,HD,SSD,128
635,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,0,0,1,1920,1080,2073600,0,Q304UA-BHI5T11,Intel,Core i5,2.5,Intel,HD,HDD,1024
636,Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,0,0,0,1920,1080,2073600,0,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
637,Asus,Ultrabook,14.0,16,Windows 10,1.1,1900.0,0,0,0,1920,1080,2073600,0,ZenBook,Intel,Core i7,2.7,Intel,HD,SSD,512
639,Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,0,0,0,1920,1080,2073600,0,Inspiron,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1280
640,Lenovo,Notebook,15.6,4,Windows 10,1.8,829.0,0,0,0,1920,1080,2073600,0,V330-15IKB,Intel,Core i5,1.6,Intel,UHD,SSD,256
641,Lenovo,Notebook,15.6,4,Windows 10,2.2,579.0,0,0,0,1920,1080,2073600,0,Ideapad,Intel,Core i3,2,Nvidia,GeForce,HDD,1024
642,Asus,Notebook,15.6,8,Windows 10,2.0,399.0,0,0,0,1366,768,1049088,0,X541NA-GO414T,Intel,Celeron,1.1,Intel,HD,HDD,1024
643,Asus,Notebook,15.6,8,Windows 10,1.99,906.62,0,0,0,1920,1080,2073600,0,VivoBook,Intel,Core i5,2.5,Nvidia,GeForce,HDD,1024
644,Dell,Ultrabook,13.3,8,Windows 10,1.23,1869.0,0,0,1,3200,1800,5760000,1,XPS,Intel,Core i5,1.6,Intel,UHD,SSD,256
645,Lenovo,Notebook,14.0,2,Windows 10,1.42,249.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Celeron,1.6,Intel,HD,Flash Storage,32
646,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1757.42,1,0,1,1920,1080,2073600,0,Thinkpad,Intel,Core i7,2.7,Intel,HD,SSD,256
647,Dell,Notebook,15.6,16,Windows 10,2.06,2399.0,0,0,1,3840,2160,8294400,1,XPS,Intel,Core i7,2.8,Nvidia,GeForce,SSD,1024
648,Lenovo,Gaming,15.6,8,Windows 10,2.5,1109.0,1,0,0,1920,1080,2073600,0,Legion,Intel,Core i7,2.8,Nvidia,GeForce,SSD + HDD,1152
649,HP,Notebook,17.0,8,Windows 10,2.6,520.9,0,0,0,1600,900,1440000,0,17-AK091ND,AMD,A9-Series,3,AMD,Radeon,HDD,1024
650,Lenovo,Ultrabook,14.0,16,Windows 10,1.14,2450.0,1,0,0,1920,1080,2073600,0,ThinkPad,Intel,Core i7,2.7,Intel,HD,SSD,512
651,Asus,Gaming,15.6,8,No OS,2.5,1169.0,1,0,0,1920,1080,2073600,0,ROG,Intel,Core i7,2.8,Nvidia,GeForce,HDD,1024
652,Acer,Notebook,15.6,4,Windows 10,2.4,450.0,0,0,0,1366,768,1049088,0,Extensa,Intel,Core i3,2,Intel,HD,HDD,500
653,Lenovo,Notebook,14.0,4,Windows 10,1.43,274.0,0,0,0,1366,768,1049088,0,IdeaPad,Intel,Celeron,1.6,Intel,HD,Flash Storage,32
654,Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,1,0,0,1920,1080,2073600,0,Swift,Intel,Core i5,2.5,Intel,Other,SSD,256
655,Razer,Gaming,14.0,16,Windows 10,1.95,2599.0,0,0,0,1920,1080,2073600,0,Blade,Intel,Core i7,2.8,Nvidia,GeForce,SSD,256
656,Toshiba,Notebook,13.3,8,Windows 10,1.2,1213.0,0,0,0,1920,1080,2073600,0,Portege,Intel,Core i5,2.3,Intel,HD,SSD,256
