Brand,Processor,RAM(GB),GPU,Screen_Size(inch),Battery_Life(hours),Weight(kg),Operating_System,Storage_Size(GB),Storage_Type,ResolutionX,ResolutionY,Price(€)
Microsoft,Intel i9,4,AMD Radeon RX 6600,16.0,6.8,2.17,Linux,256,SSD,1920,1080,1397.77
Razer,Intel i5,32,Nvidia RTX 3060,14.0,10.3,1.62,macOS,2048,SSD,1920,1080,2009.06
Dell,AMD Ryzen 5,4,Integrated,16.0,9.2,2.13,FreeDOS,1024,SSD,1920,1080,569.13
Razer,Intel i7,32,Nvidia RTX 3080,16.0,8.5,3.25,FreeDOS,2048,SSD,3840,2160,4510.84
MSI,AMD Ryzen 3,32,Integrated,15.6,5.2,1.37,FreeDOS,2048,SSD,1920,1080,1259.42
Lenovo,Intel i3,32,Nvidia GTX 1650,15.6,8.2,1.9,Windows,256,SSD,1920,1080,1459.0
Lenovo,AMD Ryzen 5,32,Nvidia RTX 3060,14.0,5.1,3.08,Linux,512,SSD,1920,1080,1444.28
Acer,AMD Ryzen 9,4,Nvidia GTX 1650,14.0,6.9,1.58,Windows,2048,SSD,1366,768,1116.09
HP,Intel i3,64,Nvidia RTX 2060,15.6,8.8,1.41,Windows,512,SSD,2560,1440,2545.42
Samsung,AMD Ryzen 3,4,Nvidia RTX 3060,15.6,11.6,3.5,macOS,256,SSD,1366,768,660.62
Apple,AMD Ryzen 9,64,Nvidia RTX 3080,15.6,5.4,1.65,FreeDOS,256,SSD,3840,2160,9912.83
Razer,AMD Ryzen 3,16,Nvidia GTX 1650,13.3,10.4,1.53,FreeDOS,256,SSD,1366,768,1085.54
Apple,Intel i9,32,AMD Radeon RX 6800,13.3,5.3,1.8,Linux,512,SSD,2560,1440,4400.68
Samsung,AMD Ryzen 9,32,AMD Radeon RX 6800,17.3,7.0,1.63,FreeDOS,2048,SSD,1366,768,2299.1
MSI,AMD Ryzen 5,4,AMD Radeon RX 6600,15.6,5.4,2.98,macOS,1024,SSD,1920,1080,1101.11
MSI,AMD Ryzen 9,8,Nvidia RTX 3080,17.3,10.2,1.78,Linux,2048,SSD,3840,2160,3565.64
Acer,Intel i7,64,Nvidia GTX 1650,15.6,10.1,2.8,Linux,1024,HDD,1920,1080,2387.74
Microsoft,Intel i7,8,Nvidia RTX 3080,16.0,8.3,2.47,Linux,2048,SSD,2560,1440,1468.27
Dell,AMD Ryzen 9,4,Nvidia RTX 2060,13.3,11.1,3.35,macOS,2048,SSD,2560,1440,1669.29
Lenovo,Intel i3,32,Integrated,14.0,6.1,2.42,macOS,512,SSD,2560,1440,1141.3
Samsung,AMD Ryzen 5,64,Nvidia RTX 3080,15.6,11.7,3.31,FreeDOS,256,SSD,1366,768,1965.12
Lenovo,Intel i9,32,Nvidia RTX 3080,13.3,11.7,2.95,Linux,2048,SSD,3840,2160,3890.19
Microsoft,AMD Ryzen 3,8,AMD Radeon RX 6800,17.3,4.2,2.05,macOS,1024,HDD,1920,1080,652.9
Acer,AMD Ryzen 5,4,Nvidia RTX 3080,16.0,8.7,3.34,FreeDOS,1024,SSD,1366,768,834.19
Dell,Intel i5,32,AMD Radeon RX 6600,15.6,8.6,2.42,Linux,1024,HDD,1920,1080,1330.61
Apple,Intel i5,16,Integrated,17.3,11.0,1.68,Linux,1024,SSD,1366,768,1018.73
MSI,AMD Ryzen 9,64,Nvidia RTX 3080,13.3,4.2,1.98,Linux,256,SSD,2560,1440,5754.79
Dell,AMD Ryzen 3,16,Nvidia GTX 1650,13.3,9.3,3.07,Windows,1024,SSD,1920,1080,885.08
Dell,AMD Ryzen 3,32,Nvidia RTX 3080,13.3,5.7,1.74,Windows,1024,HDD,1920,1080,1132.34
Dell,Intel i7,16,AMD Radeon RX 6800,17.3,10.7,3.21,Windows,256,SSD,2560,1440,2014.2
Apple,Intel i9,32,Nvidia RTX 3080,13.3,6.1,1.73,macOS,1024,SSD,3840,2160,5946.24
Lenovo,Intel i9,64,Nvidia GTX 1650,17.3,5.6,1.97,macOS,512,SSD,3840,2160,6600.71
Apple,Intel i3,64,Nvidia RTX 3080,17.3,5.0,1.66,FreeDOS,1024,SSD,3840,2160,5100.14
Razer,Intel i9,8,Integrated,14.0,7.6,3.1,Windows,512,SSD,2560,1440,1882.8
Samsung,Intel i7,4,Nvidia GTX 1650,14.0,5.2,2.01,Windows,512,SSD,3840,2160,1737.48
Apple,AMD Ryzen 7,4,Nvidia RTX 2060,14.0,10.0,2.4,Linux,256,SSD,1920,1080,1692.41
Apple,AMD Ryzen 5,32,Nvidia RTX 3080,14.0,6.3,1.33,FreeDOS,1024,HDD,2560,1440,2347.82
Apple,AMD Ryzen 3,32,Integrated,14.0,11.2,1.58,Linux,512,SSD,2560,1440,1604.99
Samsung,AMD Ryzen 9,4,Nvidia RTX 3060,14.0,7.9,2.23,Windows,2048,SSD,1366,768,1173.65
Dell,Intel i3,8,Nvidia RTX 3080,17.3,8.5,2.98,Linux,1024,SSD,2560,1440,1000.23
Samsung,AMD Ryzen 5,64,Integrated,14.0,8.9,1.67,FreeDOS,1024,SSD,1920,1080,1426.96
Acer,AMD Ryzen 9,64,AMD Radeon RX 6800,17.3,9.6,1.96,FreeDOS,1024,SSD,1920,1080,4022.92
Dell,Intel i3,4,Integrated,17.3,5.3,3.33,macOS,1024,HDD,1366,768,315.46
Microsoft,AMD Ryzen 7,32,Integrated,17.3,9.2,1.5,FreeDOS,256,SSD,1920,1080,1318.31
Apple,Intel i5,8,Nvidia GTX 1650,17.3,5.1,3.0,Linux,1024,HDD,3840,2160,2159.13
MSI,Intel i5,4,Integrated,14.0,6.5,1.32,FreeDOS,512,SSD,1366,768,666.86
Asus,Intel i3,32,Nvidia GTX 1650,16.0,8.5,3.26,FreeDOS,1024,SSD,3840,2160,2353.7
Razer,AMD Ryzen 9,32,Nvidia RTX 3060,13.3,9.6,3.34,macOS,256,SSD,3840,2160,5720.0
Apple,Intel i3,4,Nvidia RTX 2060,15.6,6.5,1.86,macOS,2048,SSD,1920,1080,1130.53
Apple,AMD Ryzen 3,8,Nvidia RTX 3080,17.3,4.7,1.74,macOS,1024,HDD,1366,768,870.72
Razer,AMD Ryzen 9,8,Nvidia RTX 3080,16.0,6.8,1.78,macOS,2048,SSD,1920,1080,2351.07
Dell,AMD Ryzen 7,16,Nvidia RTX 3060,16.0,6.9,2.53,Windows,1024,SSD,3840,2160,2438.79
Samsung,Intel i3,4,AMD Radeon RX 6600,13.3,4.9,1.61,Windows,512,SSD,3840,2160,1274.36
Dell,AMD Ryzen 3,8,Nvidia RTX 3080,15.6,6.5,3.01,FreeDOS,512,SSD,3840,2160,1503.42
MSI,AMD Ryzen 7,32,Nvidia RTX 3080,14.0,8.3,2.83,Windows,256,SSD,1920,1080,2358.94
Apple,Intel i7,16,AMD Radeon RX 6600,15.6,9.4,1.83,FreeDOS,256,SSD,3840,2160,3766.24
Acer,AMD Ryzen 7,64,Nvidia RTX 3060,15.6,4.0,1.26,Windows,1024,SSD,2560,1440,3725.12
MSI,Intel i7,16,Integrated,17.3,7.5,3.4,FreeDOS,512,SSD,1920,1080,1250.01
MSI,Intel i9,64,Nvidia RTX 3060,14.0,5.0,2.56,Linux,256,SSD,1920,1080,4650.78
Lenovo,Intel i5,32,AMD Radeon RX 6800,17.3,11.4,2.13,Windows,1024,HDD,2560,1440,1683.44
MSI,Intel i5,64,AMD Radeon RX 6800,17.3,5.9,2.12,Windows,1024,SSD,1366,768,2724.64
Asus,AMD Ryzen 9,4,Nvidia RTX 3080,13.3,7.8,3.32,Windows,2048,SSD,1920,1080,1348.2
Dell,AMD Ryzen 3,4,Nvidia RTX 3060,14.0,4.1,2.45,Linux,2048,SSD,2560,1440,851.91
Apple,AMD Ryzen 7,32,Nvidia GTX 1650,15.6,9.3,3.47,Windows,256,SSD,2560,1440,3638.43
Microsoft,Intel i3,8,Nvidia GTX 1650,15.6,5.1,3.13,Linux,512,SSD,2560,1440,960.7
Acer,Intel i5,32,AMD Radeon RX 6800,13.3,10.7,1.38,Linux,512,SSD,1920,1080,1367.19
Lenovo,Intel i9,8,AMD Radeon RX 6800,13.3,8.9,2.28,Linux,256,SSD,1920,1080,1467.94
Dell,Intel i3,64,Nvidia RTX 3080,14.0,8.8,1.91,Linux,1024,HDD,1920,1080,1523.21
Acer,AMD Ryzen 5,64,Integrated,17.3,11.0,1.76,Windows,256,SSD,2560,1440,2120.54
Samsung,Intel i3,64,Nvidia GTX 1650,15.6,8.6,2.8,Windows,1024,HDD,1920,1080,1815.01
Apple,Intel i7,16,AMD Radeon RX 6800,14.0,9.5,2.45,Windows,1024,HDD,2560,1440,2064.42
HP,AMD Ryzen 9,32,Nvidia RTX 3080,15.6,10.3,2.2,macOS,512,SSD,2560,1440,3385.47
MSI,Intel i7,64,Nvidia GTX 1650,16.0,9.3,1.9,Linux,256,SSD,2560,1440,4973.73
MSI,Intel i5,16,Nvidia RTX 3060,14.0,7.8,2.25,macOS,512,SSD,2560,1440,1842.8
Asus,Intel i7,4,Nvidia RTX 3060,13.3,11.0,2.39,macOS,2048,SSD,2560,1440,1371.8
Samsung,Intel i9,8,AMD Radeon RX 6600,16.0,6.2,2.78,Linux,512,SSD,2560,1440,2174.69
Microsoft,Intel i9,32,Nvidia GTX 1650,17.3,10.6,1.99,Windows,512,SSD,2560,1440,3341.27
MSI,AMD Ryzen 7,16,Nvidia GTX 1650,16.0,5.9,2.09,macOS,1024,HDD,1366,768,1300.53
Apple,AMD Ryzen 3,4,Integrated,17.3,5.7,2.43,macOS,256,SSD,1920,1080,865.49
Apple,Intel i5,32,Nvidia RTX 2060,16.0,6.3,1.89,Linux,1024,SSD,3840,2160,3889.7
Microsoft,AMD Ryzen 9,32,AMD Radeon RX 6600,15.6,6.6,2.27,Windows,512,SSD,1366,768,2367.43
Samsung,AMD Ryzen 9,8,Nvidia RTX 2060,15.6,4.4,3.23,macOS,256,SSD,1920,1080,1791.78
Acer,AMD Ryzen 7,8,AMD Radeon RX 6800,15.6,8.7,2.54,Windows,256,SSD,1920,1080,1341.36
Razer,Intel i7,32,Nvidia RTX 3060,15.6,11.4,1.51,macOS,2048,SSD,3840,2160,4545.83
Apple,AMD Ryzen 7,8,Nvidia GTX 1650,17.3,6.6,2.56,FreeDOS,256,SSD,1920,1080,2008.86
Apple,Intel i5,8,Nvidia RTX 3080,17.3,4.5,2.5,macOS,512,SSD,1920,1080,1453.84
Dell,Intel i7,16,AMD Radeon RX 6600,16.0,10.0,2.48,Linux,2048,SSD,3840,2160,2541.04
HP,Intel i5,8,Integrated,17.3,7.6,1.6,Linux,512,SSD,1366,768,640.14
Samsung,AMD Ryzen 7,4,AMD Radeon RX 6800,13.3,4.3,3.23,macOS,256,SSD,3840,2160,1724.61
Apple,Intel i5,8,Nvidia RTX 2060,17.3,7.4,3.19,FreeDOS,2048,SSD,1366,768,1402.52
HP,AMD Ryzen 5,4,Nvidia RTX 3080,14.0,11.3,2.73,macOS,256,SSD,3840,2160,1428.83
Razer,Intel i9,16,AMD Radeon RX 6800,14.0,10.7,3.43,Windows,1024,SSD,1920,1080,2658.08
Acer,Intel i9,8,Nvidia RTX 3080,13.3,10.5,2.82,Windows,1024,HDD,3840,2160,2012.08
Microsoft,Intel i7,64,Integrated,13.3,8.1,1.21,Windows,512,SSD,2560,1440,2187.66
Lenovo,AMD Ryzen 7,4,Nvidia GTX 1650,17.3,11.2,1.86,Linux,2048,SSD,1920,1080,1152.64
Asus,Intel i7,16,Nvidia GTX 1650,13.3,6.2,1.84,Windows,1024,HDD,3840,2160,1775.7
Dell,AMD Ryzen 9,16,AMD Radeon RX 6600,13.3,4.3,3.33,FreeDOS,256,SSD,1920,1080,1882.38
Microsoft,Intel i3,16,Nvidia GTX 1650,17.3,4.1,2.5,FreeDOS,1024,SSD,1366,768,844.77
Microsoft,AMD Ryzen 5,8,Nvidia RTX 3060,16.0,4.1,1.8,macOS,512,SSD,1366,768,978.61
Razer,Intel i3,32,AMD Radeon RX 6600,13.3,5.7,3.07,Linux,256,SSD,1920,1080,1795.61
Dell,Intel i5,32,Nvidia GTX 1650,15.6,4.6,2.36,macOS,1024,SSD,3840,2160,2679.8
Dell,Intel i7,32,AMD Radeon RX 6800,16.0,10.4,2.33,macOS,2048,SSD,1920,1080,2096.4
Lenovo,Intel i3,16,Nvidia RTX 3080,13.3,10.9,2.26,Linux,512,SSD,3840,2160,1601.72
Apple,Intel i9,16,Integrated,14.0,10.8,1.26,Linux,512,SSD,1920,1080,1911.26
HP,AMD Ryzen 9,4,AMD Radeon RX 6600,17.3,7.0,2.63,Windows,512,SSD,1366,768,1384.4
Samsung,Intel i5,8,Nvidia GTX 1650,15.6,8.3,1.8,macOS,256,SSD,2560,1440,1142.41
Asus,Intel i5,32,AMD Radeon RX 6800,14.0,11.3,2.89,Linux,512,SSD,2560,1440,1861.58
Asus,Intel i3,4,Nvidia RTX 3080,17.3,6.4,2.22,Windows,256,SSD,3840,2160,1267.64
HP,AMD Ryzen 9,16,Nvidia GTX 1650,15.6,5.0,2.87,Linux,256,SSD,3840,2160,3440.34
Asus,Intel i7,4,Nvidia RTX 3060,13.3,9.9,3.41,Windows,512,SSD,1366,768,890.11
Microsoft,Intel i3,64,Nvidia RTX 2060,15.6,5.8,2.66,macOS,256,SSD,2560,1440,2519.31
Samsung,Intel i7,16,Nvidia GTX 1650,14.0,10.0,3.23,Linux,1024,HDD,3840,2160,1961.15
Lenovo,Intel i3,4,AMD Radeon RX 6800,17.3,5.5,3.46,FreeDOS,512,SSD,1920,1080,893.33
Apple,AMD Ryzen 7,32,Integrated,16.0,5.4,2.34,Linux,2048,SSD,1366,768,1688.5
Dell,Intel i9,16,Nvidia GTX 1650,13.3,4.3,3.35,FreeDOS,1024,SSD,1366,768,1558.66
Samsung,AMD Ryzen 5,32,AMD Radeon RX 6800,16.0,9.8,3.02,Linux,1024,SSD,3840,2160,2558.1
Acer,AMD Ryzen 7,8,AMD Radeon RX 6600,17.3,8.4,2.1,Linux,512,SSD,1920,1080,1237.67
Apple,Intel i7,16,Nvidia GTX 1650,14.0,11.0,3.42,Linux,2048,SSD,3840,2160,3534.52
Samsung,AMD Ryzen 3,16,Nvidia RTX 2060,15.6,9.7,2.64,Windows,1024,HDD,1366,768,831.81
HP,AMD Ryzen 9,32,Nvidia RTX 3080,16.0,4.1,2.59,macOS,512,SSD,1920,1080,2600.86
Dell,AMD Ryzen 9,64,AMD Radeon RX 6800,17.3,10.9,2.38,Linux,1024,HDD,2560,1440,4135.57
Samsung,AMD Ryzen 5,32,Nvidia RTX 3060,15.6,11.7,1.86,Windows,512,SSD,3840,2160,2674.12
Lenovo,AMD Ryzen 5,16,Nvidia RTX 3060,15.6,11.3,1.75,macOS,1024,SSD,1366,768,930.01
Dell,AMD Ryzen 5,16,Integrated,16.0,11.1,3.05,Windows,256,SSD,1920,1080,726.6
Asus,Intel i7,64,Nvidia RTX 2060,14.0,6.3,2.08,Linux,512,SSD,2560,1440,3526.23
Asus,AMD Ryzen 3,8,AMD Radeon RX 6800,16.0,7.4,2.4,Linux,1024,HDD,3840,2160,1065.76
Razer,Intel i9,16,AMD Radeon RX 6800,14.0,8.2,2.57,Windows,1024,HDD,3840,2160,3506.69
Asus,Intel i3,8,Integrated,16.0,7.6,3.4,Windows,2048,SSD,2560,1440,688.73
Microsoft,AMD Ryzen 7,16,Nvidia GTX 1650,14.0,7.9,2.67,FreeDOS,1024,SSD,2560,1440,1853.37
Razer,Intel i5,16,Integrated,17.3,11.5,1.65,FreeDOS,256,SSD,3840,2160,1792.55
Dell,Intel i9,16,Integrated,16.0,8.3,1.72,macOS,2048,SSD,1920,1080,1230.56
Asus,AMD Ryzen 3,8,AMD Radeon RX 6800,16.0,11.6,2.25,Windows,1024,SSD,1920,1080,767.74
Razer,Intel i5,16,AMD Radeon RX 6600,13.3,7.8,3.3,Linux,256,SSD,1920,1080,1603.1
Asus,AMD Ryzen 7,16,Integrated,16.0,6.1,3.37,FreeDOS,2048,SSD,3840,2160,1667.4
Apple,Intel i5,8,Nvidia GTX 1650,13.3,8.5,2.81,macOS,1024,SSD,1920,1080,1471.64
Dell,AMD Ryzen 7,32,AMD Radeon RX 6800,14.0,5.8,2.51,Windows,1024,HDD,1366,768,1227.27
HP,AMD Ryzen 3,8,AMD Radeon RX 6800,15.6,7.2,2.11,Windows,256,SSD,2560,1440,965.63
Razer,Intel i5,64,Nvidia GTX 1650,15.6,9.5,2.31,FreeDOS,256,SSD,1366,768,2916.88
HP,AMD Ryzen 9,4,AMD Radeon RX 6800,17.3,4.7,3.22,macOS,256,SSD,1920,1080,1617.09
Samsung,AMD Ryzen 5,32,Integrated,13.3,11.6,3.25,FreeDOS,512,SSD,1366,768,947.77
Dell,AMD Ryzen 3,32,AMD Radeon RX 6800,17.3,7.5,1.64,FreeDOS,1024,HDD,3840,2160,1916.75
Samsung,AMD Ryzen 7,16,Nvidia RTX 3060,14.0,4.9,1.36,macOS,1024,SSD,2560,1440,1657.06
HP,AMD Ryzen 9,4,Nvidia RTX 2060,14.0,10.4,3.14,Windows,256,SSD,1366,768,1230.32
HP,Intel i9,8,Nvidia RTX 3060,16.0,5.7,2.21,macOS,1024,SSD,1366,768,1347.38
MSI,AMD Ryzen 9,16,Nvidia RTX 3080,15.6,8.8,2.16,FreeDOS,256,SSD,1920,1080,2567.14
MSI,AMD Ryzen 5,8,Nvidia RTX 3060,16.0,6.1,2.6,macOS,2048,SSD,3840,2160,2236.94
Lenovo,AMD Ryzen 9,32,Nvidia RTX 3060,13.3,5.0,3.23,FreeDOS,512,SSD,3840,2160,4129.4
MSI,AMD Ryzen 9,8,Nvidia RTX 2060,16.0,7.7,2.82,Linux,1024,SSD,3840,2160,3633.75
Apple,AMD Ryzen 5,16,Integrated,13.3,4.6,1.24,Linux,1024,HDD,3840,2160,1546.02
HP,AMD Ryzen 7,16,AMD Radeon RX 6800,17.3,7.4,2.33,macOS,256,SSD,3840,2160,2510.69
Razer,AMD Ryzen 3,8,Nvidia GTX 1650,17.3,5.3,3.45,Linux,512,SSD,3840,2160,2026.19
Asus,Intel i3,16,Integrated,15.6,5.9,2.3,Windows,1024,SSD,2560,1440,790.15
Dell,AMD Ryzen 9,4,Nvidia GTX 1650,15.6,7.5,2.45,macOS,2048,SSD,3840,2160,2637.96
Microsoft,Intel i5,4,Integrated,13.3,9.8,1.66,Linux,256,SSD,1920,1080,683.57
HP,AMD Ryzen 7,4,AMD Radeon RX 6600,15.6,4.6,1.59,macOS,1024,HDD,3840,2160,1477.21
Dell,AMD Ryzen 9,4,Nvidia RTX 2060,14.0,5.1,2.81,FreeDOS,256,SSD,1366,768,1269.81
Apple,Intel i5,16,Integrated,15.6,9.7,2.85,Linux,1024,HDD,2560,1440,1223.0
Asus,Intel i9,64,Nvidia RTX 2060,13.3,9.9,2.06,macOS,1024,HDD,2560,1440,3676.69
Acer,AMD Ryzen 7,16,Nvidia RTX 3060,13.3,4.2,1.87,FreeDOS,1024,SSD,1920,1080,1418.03
Samsung,AMD Ryzen 5,16,AMD Radeon RX 6800,15.6,10.3,2.02,macOS,2048,SSD,2560,1440,1638.82
Asus,AMD Ryzen 5,8,Nvidia RTX 2060,16.0,11.1,2.15,Windows,256,SSD,3840,2160,1696.16
MSI,AMD Ryzen 5,8,Integrated,16.0,8.7,1.56,FreeDOS,256,SSD,2560,1440,1146.7
Samsung,Intel i9,16,AMD Radeon RX 6600,15.6,5.3,2.45,Windows,512,SSD,3840,2160,3436.68
Razer,AMD Ryzen 5,4,Nvidia GTX 1650,16.0,9.5,1.82,Linux,512,SSD,2560,1440,1599.49
Razer,Intel i5,8,AMD Radeon RX 6600,13.3,8.5,3.4,FreeDOS,2048,SSD,3840,2160,2098.32
Dell,Intel i7,32,AMD Radeon RX 6600,14.0,8.5,1.85,Linux,1024,HDD,3840,2160,2393.26
Apple,AMD Ryzen 3,32,AMD Radeon RX 6800,15.6,4.5,3.38,FreeDOS,256,SSD,3840,2160,3434.56
Asus,Intel i3,4,AMD Radeon RX 6600,13.3,4.5,2.49,FreeDOS,1024,SSD,1366,768,550.75
Samsung,AMD Ryzen 3,16,Nvidia RTX 2060,14.0,8.3,2.14,macOS,1024,SSD,1920,1080,1027.36
HP,Intel i9,16,Nvidia RTX 3080,15.6,6.3,2.73,Linux,1024,SSD,2560,1440,2574.21
Apple,Intel i7,8,Nvidia RTX 3060,15.6,11.7,2.91,Windows,256,SSD,3840,2160,3041.8
Microsoft,AMD Ryzen 3,16,Nvidia RTX 3060,13.3,8.7,3.48,Windows,256,SSD,1366,768,874.86
Samsung,Intel i7,32,Nvidia GTX 1650,15.6,8.0,2.4,Linux,256,SSD,2560,1440,2636.13
Lenovo,AMD Ryzen 7,32,Nvidia GTX 1650,13.3,8.2,2.05,Windows,1024,SSD,1366,768,1463.62
Microsoft,Intel i5,4,Integrated,13.3,5.5,2.68,macOS,2048,SSD,1920,1080,521.42
Dell,AMD Ryzen 5,16,Nvidia RTX 3080,15.6,7.9,2.83,FreeDOS,256,SSD,1920,1080,1162.48
Acer,Intel i3,4,Nvidia RTX 3080,13.3,10.1,3.32,FreeDOS,512,SSD,2560,1440,776.03
Microsoft,Intel i5,32,Nvidia RTX 3080,13.3,6.5,2.68,Windows,1024,SSD,1920,1080,1564.32
Lenovo,Intel i9,8,Nvidia RTX 3060,17.3,7.4,3.04,Windows,512,SSD,3840,2160,2760.72
HP,Intel i3,8,Nvidia RTX 3060,14.0,5.4,3.01,Linux,2048,SSD,2560,1440,882.49
Acer,Intel i9,16,AMD Radeon RX 6600,15.6,6.4,1.82,Linux,512,SSD,1920,1080,2049.93
Asus,Intel i3,4,Integrated,13.3,5.6,3.31,Windows,1024,HDD,3840,2160,722.99
Asus,Intel i5,32,Nvidia RTX 3080,15.6,6.4,1.59,macOS,512,SSD,2560,1440,2018.4
HP,Intel i5,8,Nvidia RTX 3080,14.0,8.1,2.7,FreeDOS,512,SSD,1366,768,925.44
Lenovo,AMD Ryzen 5,32,Integrated,14.0,5.4,2.5,macOS,2048,SSD,3840,2160,1610.93
Razer,AMD Ryzen 9,4,Nvidia RTX 3080,14.0,6.6,1.7,Linux,512,SSD,1920,1080,2033.24
HP,Intel i7,32,Nvidia RTX 3060,14.0,4.3,2.25,FreeDOS,2048,SSD,1920,1080,1860.41
Microsoft,Intel i9,16,Nvidia RTX 2060,15.6,8.7,2.88,FreeDOS,1024,HDD,1920,1080,1672.71
Acer,Intel i5,64,AMD Radeon RX 6600,16.0,11.4,2.77,FreeDOS,1024,HDD,3840,2160,3351.16
Acer,Intel i5,32,AMD Radeon RX 6800,16.0,8.0,2.43,macOS,1024,HDD,1366,768,1235.85
Dell,Intel i7,16,Integrated,15.6,7.9,2.34,Windows,1024,HDD,1920,1080,886.34
Acer,Intel i9,16,Nvidia GTX 1650,13.3,4.2,1.35,FreeDOS,1024,HDD,3840,2160,2655.59
Dell,Intel i5,16,Nvidia RTX 3080,17.3,5.3,1.52,macOS,1024,HDD,3840,2160,1675.22
Samsung,Intel i7,16,Nvidia RTX 3080,14.0,11.3,1.71,macOS,256,SSD,2560,1440,1783.24
Dell,AMD Ryzen 3,8,AMD Radeon RX 6600,13.3,4.9,1.48,Linux,1024,HDD,1366,768,553.13
HP,Intel i7,32,AMD Radeon RX 6600,13.3,9.5,2.97,FreeDOS,1024,SSD,2560,1440,2401.5
Apple,AMD Ryzen 9,64,AMD Radeon RX 6800,14.0,7.3,2.12,Windows,2048,SSD,3840,2160,9102.54
MSI,AMD Ryzen 5,64,Integrated,14.0,8.6,2.91,Windows,1024,HDD,3840,2160,2677.16
MSI,Intel i3,4,Nvidia RTX 3080,16.0,10.4,1.66,FreeDOS,256,SSD,1366,768,800.5
Lenovo,AMD Ryzen 7,4,AMD Radeon RX 6800,17.3,9.8,2.76,Linux,1024,HDD,2560,1440,1179.73
Lenovo,AMD Ryzen 3,8,Nvidia RTX 3060,15.6,5.8,3.29,FreeDOS,1024,HDD,2560,1440,837.6
HP,Intel i9,4,Integrated,16.0,11.1,1.43,FreeDOS,2048,SSD,1920,1080,1008.63
Microsoft,AMD Ryzen 7,32,AMD Radeon RX 6800,13.3,4.7,2.68,Windows,2048,SSD,2560,1440,2174.18
Asus,AMD Ryzen 5,64,Nvidia RTX 3060,17.3,5.4,3.11,macOS,256,SSD,2560,1440,2935.75
Apple,Intel i9,4,Nvidia GTX 1650,15.6,6.5,2.7,Windows,1024,SSD,2560,1440,2879.37
Lenovo,AMD Ryzen 5,8,Nvidia RTX 2060,17.3,10.1,2.98,Windows,256,SSD,2560,1440,1145.05
Acer,AMD Ryzen 7,32,Nvidia RTX 2060,15.6,4.9,2.14,Windows,1024,SSD,1920,1080,2135.37
MSI,Intel i3,16,AMD Radeon RX 6800,13.3,4.3,1.47,macOS,256,SSD,1366,768,1107.91
Razer,Intel i3,8,Nvidia RTX 3080,15.6,11.9,1.54,FreeDOS,1024,HDD,2560,1440,1274.53
HP,AMD Ryzen 9,4,Nvidia RTX 3060,15.6,5.3,2.12,Windows,2048,SSD,3840,2160,2453.01
Lenovo,AMD Ryzen 3,16,Nvidia RTX 3060,13.3,4.6,1.68,macOS,256,SSD,1366,768,794.78
Dell,Intel i7,64,Integrated,16.0,4.8,2.92,macOS,256,SSD,1920,1080,2113.01
Acer,AMD Ryzen 9,8,Nvidia RTX 2060,15.6,6.2,2.39,Windows,512,SSD,3840,2160,2804.54
Microsoft,AMD Ryzen 7,32,AMD Radeon RX 6600,14.0,6.6,2.25,Windows,1024,HDD,2560,1440,2043.91
HP,AMD Ryzen 3,16,AMD Radeon RX 6600,17.3,6.3,1.56,Windows,256,SSD,2560,1440,1254.01
Lenovo,Intel i5,16,Nvidia GTX 1650,16.0,6.1,2.7,macOS,512,SSD,1366,768,1078.35
Dell,AMD Ryzen 7,8,Nvidia RTX 3080,15.6,10.4,2.48,Windows,2048,SSD,1366,768,1014.08
Apple,Intel i3,16,Nvidia RTX 2060,17.3,10.5,2.59,Windows,512,SSD,3840,2160,2412.99
MSI,AMD Ryzen 7,64,Nvidia RTX 3080,14.0,7.4,2.34,Linux,512,SSD,1920,1080,3473.16
Apple,AMD Ryzen 3,4,Nvidia RTX 3060,15.6,6.1,1.56,Linux,256,SSD,3840,2160,1915.35
Razer,Intel i5,16,Nvidia GTX 1650,15.6,11.8,2.42,macOS,512,SSD,2560,1440,2167.67
Asus,AMD Ryzen 9,8,AMD Radeon RX 6600,13.3,8.7,2.05,Linux,1024,HDD,1366,768,1176.02
Asus,AMD Ryzen 9,8,Nvidia RTX 3060,17.3,11.9,1.45,FreeDOS,2048,SSD,2560,1440,2152.47
MSI,Intel i5,32,Nvidia RTX 2060,13.3,11.9,1.98,macOS,1024,SSD,3840,2160,3164.07
Acer,AMD Ryzen 7,32,Nvidia RTX 2060,17.3,10.7,2.88,Linux,256,SSD,3840,2160,3305.27
Lenovo,Intel i7,8,AMD Radeon RX 6800,14.0,4.2,3.45,FreeDOS,256,SSD,1920,1080,1250.52
Apple,Intel i5,64,Nvidia RTX 3060,17.3,9.7,2.32,Linux,1024,HDD,1366,768,2512.98
Acer,AMD Ryzen 5,64,Nvidia RTX 3060,14.0,8.7,1.26,Windows,256,SSD,1366,768,1784.05
MSI,Intel i3,16,Nvidia RTX 2060,15.6,4.5,2.05,macOS,2048,SSD,3840,2160,2297.95
Microsoft,Intel i5,8,Integrated,13.3,5.5,2.5,Windows,1024,HDD,3840,2160,970.83
Dell,AMD Ryzen 9,4,Nvidia RTX 2060,13.3,10.6,3.48,macOS,256,SSD,3840,2160,2304.27
Samsung,AMD Ryzen 3,8,Nvidia RTX 3080,13.3,7.7,1.24,Linux,256,SSD,1366,768,679.97
